HotelName,Address,OriginalRentNight,Discount,AmountPayableNight,Rating,Facility,ReviewRating,RoomQuality,Location
Super OYO Hotel Karan,"Near Saraswati Paradise School, Housing Board Colony Sanjauli·       2.0 km",5457.0,65,1910.0,3.7, Free Wifi  Geyser  Power backup  + 4 more,79,Good,
OYO Flagship 812333 Sita Palace,"Mall road , Shimla·       0.6 km",8377.0,65,2932.0,3.0, Free Wifi  Geyser  Power backup  + 1 more,0,very good,Shimla
OYO HOME 81250D Abhiaak Regency,"India, Shimla·       2.9 km",5577.0,65,1952.0,4.5, Reception  Free Wifi  Power backup  + 12 more,0,Excellent,Shimla
OYO Flagship 7686 Rose Garden Standard Rooms,"Near Post Office, Anjuna, Goa ·       19.4 km",3688.0,72,1002.0,1.7, Parking facility  Private entrance  Reception  + 14 more,0,very good,Goa
OYO Roshan Villa Near Immaculate Conception Church,"Db Marg, Fontainhas (quater), Altinho·       8.8 km",5185.0,65,1815.0,4.3, Free Wifi  Geyser  Power backup  + 6 more,505,Very Good,
Flagship Clausil Inn Near Immaculate Conception Church,"Near Miramar Beach, Panjim, Goa·       10.6 km",6078.0,65,2127.0,4.9, Free Wifi  AC  TV  + 7 more,593,Fabulous,Goa
Flagship Dewa Goa Hotel Near Dabolim Airport,"Near Domino's, Dabolim, Goa·       14.0 km",5970.0,67,1929.0,3.6, Elevator  Free Wifi  Geyser  + 4 more,414,Good,Goa
Collection O 81020E Candolim Beach Resort,"Candolim, Goa·       14.9 km",7280.0,77,1670.0,1.5, Reception  Free Wifi  Power backup  + 13 more,0,very good,Goa
Super OYO Townhouse 256 Silver Palm Resort Near Candolim Beach,"Behind Solitude, Annawaddo·       15.6 km",11429.0,65,4000.0,4.3, Geyser  Power backup  AC  + 1 more,942,Very Good,
Super OYO Flagship Declassio By Goa's Pearl Near Aguada Fort,"Candolim, Goa·       12.8 km",4921.0,65,1722.0,4.3, Hair Dryer  Elevator  Free Wifi  + 8 more,328,Very Good,Goa
Collection O 76989 Immaculate Classic Inn,"Altinho, Goa·       8.4 km",6391.0,65,2237.0,4.0, Free Wifi  Geyser  Power backup  + 3 more,338,Very Good,Goa
Flagship Trivikram Krupa,"Calangute, Goa·       16.2 km",4368.0,69,1330.0,3.6, Geyser  Power backup  AC  + 2 more,84,Good,Goa
Super OYO Route 77 Near Calangute Beach,"Naika Wado, Calangute, Goa·       15.8 km",4945.0,64,1731.0,3.7, Geyser  Power backup  AC  + 2 more,318,Good,Goa
Collection O Hotel Joaquim Near Baga Beach,"Titos Lane 2, Saunta Vaddo·       17.8 km",5214.0,65,1825.0,3.8, Elevator  Free Wifi  Geyser  + 7 more,399,Good,
Capital O Paguer Resort,"Calangute, Bardez, North Goa·       16.4 km",4182.0,64,1464.0,3.2, Bedside Table / Desk  Full Sized Bed  Dress Hanger  + 25 more,72,very good,Goa
Flagship Neelratna,"Goa, Goa·       16.2 km",4853.0,68,1513.0,4.4, Reception  Free Wifi  Caretaker  + 9 more,310,Very Good,GoaGoa
Super OYO Corinthia Boutique Rooms Near Candolim Beach,"Bardez, Goa·       15.2 km",4954.0,65,1734.0,2.8, Free Wifi  Geyser  Power backup  + 3 more,60,very good,Goa
Collection O Adam Beachside Resort By Joaquim Near Baga Beach,"House no - 7/38B, Calangute, Survey No. 244/3B Sauta waddo, Bardez Goa·       17.9 km",6142.0,65,2150.0,3.7, Reception  Free Wifi  Power backup  + 12 more,189,Good,Goa
Flagship Savita Holiday Goa Near Calangute Beach,"Calangute, North Goa·       16.2 km",4368.0,69,1325.0,3.2, Hair Dryer  Parking facility  Reception  + 17 more,125,very good,Goa
Flagship Kams Coco De Parra,"Goa 403510, Goa·       16.8 km",4368.0,69,1329.0,4.4, Free Wifi  Geyser  Power backup  + 6 more,17,Very Good,GoaGoa
Flagship Pravin Holiday Homes,"Near St. Alex Church, Bardez, Goa·       16.1 km",4268.0,65,1494.0,3.5, Free Wifi  Geyser  Power backup  + 3 more,0,Good,Goa
OYO Flagship 810801 Candolim Beach House,"Goa, Goa·       15.6 km",3882.0,65,1330.0,2.5, Parking facility  Ticket tour assistance  Reception  + 21 more,164,very good,GoaGoa
OYO Durg Holiday Stay,"2, Sir Brendon Mallet Rd, Calangute, Bardez, North Goa·       16.4 km",4781.0,65,1673.0,3.8, Hair Dryer  Reception  Free Wifi  + 12 more,56,Good,Goa
OYO Shree Sai Holiday Homes Near Calangute Beach,"North Goa, Goa·       17.0 km",4281.0,65,1498.0,4.0, Free Wifi  Geyser  Power backup  + 3 more,0,NEW,GoaGoa
OYO Flagship 810586 Rose Guesthouse,"Goa 403515, Goa·       15.7 km",4472.0,65,1565.0,4.6, Free Wifi  Geyser  Power backup  + 3 more,10,Excellent,GoaGoa
Collection O 813740 Laxmi Holiday Homes,"goa, Goa·       15.0 km",4074.0,65,1426.0,4.8, Geyser  Power backup  AC  + 2 more,70,Excellent,goaGoa
Flagship Amour By The Beach,"Goa Baga Near Baga beach, Goa·       18.2 km",4648.0,65,1627.0,4.3, Free Wifi  Geyser  Power backup  + 4 more,0,Very Good,GoaGoa
Flagship Star Home Anjuna Near Anjuna Beach,"North Goa, Goa·       18.8 km",4059.0,64,1421.0,2.7, Parking facility  Reception  Ticket tour assistance  + 16 more,58,very good,GoaGoa
Flagship Seven Seas Guest House Near The Galleria,"Rego Bagh Road, Goa·       7.8 km",6167.0,65,2158.0,4.3, Free Wifi  Geyser  Power backup  + 3 more,29,Very Good,Goa
OYO Flagship 810940 Bay Breeze Hotel,"Goa, Goa·       18.2 km",3799.0,64,1330.0,1.0, Living Room  Cot  Washing Machine  + 35 more,0,very good,GoaGoa
OYO Delma Merchant's Guest House Near Baga Beach,"North Goa, Goa·       17.4 km",4761.0,65,1666.0,3.6, Geyser  Power backup  AC  + 2 more,198,Good,GoaGoa
Flagship Hotel White Heart,"45 Latambarcem, Goa·       16.9 km",4694.0,71,1330.0,3.3, Reception  Power backup  Garden/Backyard  + 31 more,144,very good,Goa
Flagship Shanel Beachside Resort By Joaquim Near Baga Beach,"Baga, Goa·       17.8 km",6848.0,65,2397.0,3.0, Reception  Power backup  CCTV cameras  + 9 more,338,very good,Goa
Townhouse OAK 7 Spices Near Candolim Beach,"Barde, Goa·       15.6 km",9069.0,65,3174.0,3.3, Free Wifi  Geyser  Power backup  + 3 more,80,very good,Goa
Flagship Kajal Guest House Near Calangute Beach,"Calangute, Goa·       16.8 km",5877.0,68,1876.0,3.4, Free Wifi  Geyser  Power backup  + 3 more,35,very good,Goa
OYO Flagship 810610 Anjuna Holiday Home,"India, Goa·       19.6 km",3882.0,65,1336.0,2.9, Reception  Geyser  Power backup  + 6 more,0,very good,Goa
Flagship Rud Guest House Near Anjuna Beach,"Baga, Goa·       18.2 km",5818.0,66,1961.0,2.9, AC  TV ,54,very good,Goa
OYO Flaghsip 812351 Peterae Guest House,"Goa, Goa·       15.8 km",4804.0,66,1599.0,3.7, AC  TV ,0,Good,GoaGoa
OYO Flagship 811988 Orchid De Sky,"18A porba Vaddo, Goa·       16.1 km",4064.0,65,1422.0,1.0, Free Wifi  Geyser  AC  + 7 more,0,very good,Goa
Flagship Magical Journey Near Baga Beach,"Baga Creek, Goa·       18.7 km",6297.0,65,2204.0,2.9, Elevator  Free Wifi  Geyser  + 4 more,52,very good,Goa
OYO Flagship 811948 Kings Stay Inn,"Goa, Goa·       14.6 km",5984.0,65,2094.0,1.0, Free Wifi  Geyser  Power backup  + 3 more,0,very good,GoaGoa
Townhouse OAK Hotel Moon Roof Hotels And Resorts,"India, Goa·       17.3 km",9791.0,65,3427.0,1.0, AC  TV ,0,very good,Goa
OAK Hotel Skydale,"Goa , Goa·       16.6 km",10457.0,65,3660.0,4.0, AC  TV ,0,NEW,GoaGoa
Collection O 79905 Arpora Lake Resort,"Arpora India, Goa·       17.8 km",5671.0,65,1985.0,4.0, Free Wifi  Geyser  AC  + 7 more,0,NEW,Goa
Collection O Holy Cross Home Stays,"1St Bairo, St Cruz·       7.7 km",,47,,4.7, Free Wifi  Geyser  AC  + 5 more,400,Excellent,
Super OYO Flagship Hotel 4 Pillar's Near Immaculate Conception Church,"Near Community Centre, Panjim, Goa·       8.5 km",,47,,4.4, Reception  Geyser  Power backup  + 8 more,371,Very Good,Goa
SPOT ON Ps Guest House Near Calangute Beach,"Opposite Fisherman's Wharf Restaurant, Calangute·       15.9 km",,47,,5.0, Reception  Geyser  CCTV cameras  + 6 more,702,Fabulous,
OYO Casa De Gama Pinto Near Calangute Beach Road Mall,"Saligao, Bardez, North Goa·       14.2 km",,47,,4.6, Geyser  Power backup  AC  + 2 more,136,Excellent,Goa
Super OYO Collection O Hotel Springs Near Mall De Goa,"Bld. No. 179/55  Lane 3 Alto Bella Vista V.P. Sangolda Outer Road, Porvorim·       11.2 km",,47,,4.2, Reception  Geyser  AC  + 7 more,264,Very Good,
SPOT ON S.k Guest House,"North Goa, Goa·       16.0 km",,47,,4.9, Reception  Free Wifi  24/7 check-in  + 14 more,223,Fabulous,GoaGoa
Super OYO Flagship Omkar Guest House Near Immaculate Conception Church,"Centrally Located, Near Ram Temple, Panjim, Goa·       9.0 km",,47,,4.0, Parking facility  Free Wifi  Power backup  + 8 more,832,Very Good,Goa
OYO Home Elegant Studios Near Porvorim Near Mall De Goa,"Sabnis Valley, Aradi Socorro·       10.2 km",,47,,3.8, Parking facility  Reception  Free Wifi  + 18 more,297,Good,
OYO 80204 Collection O Villa Da Flor,Assagao·       17.2 km,,47,,4.2, Free Wifi  Geyser  Power backup  + 3 more,53,Very Good,
OYO Flagship 811628 The Hotel Classic,"Near Church road, Goa·       8.6 km",,47,,3.2, Parking facility  Free Wifi  Swimming Pool  + 6 more,19,very good,Goa
OYO Flagship 12189 Courtyard Guesthouse ,"Near Chapora Fort, Vagator, Goa·       19.6 km",,47,,2.8, Free Wifi  Power backup  24/7 check-in  + 18 more,17,very good,Goa
Flagship Dewa Near Dabolim Airport,"Near Airport, Dabolim, Goa·       14.3 km",,47,,3.3, Parking facility  Free Wifi  Geyser  + 5 more,176,very good,Goa
Collection O 10372 Hotel Whistling Winds,"Siyal Rd, Mall Rd, Manali·       0.3 km",8962.0,74,2328.0,3.9, Free Wifi  Geyser  Power backup  + 2 more,582,Good,Manali
OYO Flagship 811369 HOTEL MANALI SPRINGS,"Manali - 175131, Manali·       0.5 km",4064.0,66,1372.0,4.3, Free Wifi  Geyser  AC  + 7 more,0,Very Good,ManaliManali
OYO Flagship 83406 Hotel Solang,"1, The Mall, Model Town, Siyal·       0.2 km",3968.0,65,1382.0,4.1, Geyser  AC  Power backup  + 3 more,149,Very Good,
Super OYO Collection O 702734 Spex Hills,"Danapur Nizamat Manali Himachal Pradesh, Simsa·       2.1 km",5791.0,65,2027.0,4.7, Elevator  Free Wifi  Geyser  + 2 more,0,Excellent,Manali
Flagship Old Manali Cottages And Camps,"Old Manali, Manali·       2.7 km",3968.0,66,1340.0,3.0, Free Wifi  Geyser  Power backup  + 2 more,0,very good,ManaliManali
OYO Flagship 88895 Hotel Mall Road,ON MALL ROAD MANALI·       0.1 km,6297.0,65,2204.0,4.4, Doctor on call  Reception  Ticket tour assistance  + 24 more,258,Very Good,
OYO Flagship 80604 Hotel Whistling Wind2,"Model Town Mall Road Manali, Manali·       0.1 km",6561.0,65,2296.0,4.3, Elevator  Reception  Free Wifi  + 7 more,0,Very Good,ManaliManali
OYO Flagship 813194 HOTEL NEW VASHISHT VIEW,"near vasisht temple manali , Manali·       2.2 km",4959.0,64,1736.0,4.0, Free Wifi  Geyser  Power backup  + 2 more,0,NEW,manaliManali
OYO Flagship 813671 Aman Cottage,"Kullu, Manali·       1.7 km",2277.0,67,733.0,4.0, Parking facility  Reception  Free Wifi  + 13 more,0,NEW,Manali
OYO Flagship 811123 Hotel Kundan Inn,"Plot.10 ,street Aleo Naggar Road,Area Aleo,Manali·       1.7 km",4492.0,68,1434.0,4.0, Free Wifi  Geyser  Power backup  + 2 more,90,Very Good,Manali
Capital O Hotel Himalayan Travels,"Rohtang Highway, Manali·       2.5 km",7851.0,78,1659.0,5.0, Ticket tour assistance  Reception  Caretaker  + 26 more,0,Fabulous,Manali
Super OYO 91532 Hema Holiday Home,"H P Club House, Goshal Road, Old Manali·       1.5 km",5359.0,64,1876.0,3.8,"AC,TV",103,Good,Manali
Capital O Hotel R B,OLD MANALI NEAR CLUB HOUSE·       1.6 km,8054.0,65,2819.0,3.5, Doctor on call  Reception  Ticket tour assistance  + 33 more,20,Good,
OYO 88103 Hotel Park View,NEAR MALL ROAD MANALI·       0.1 km,5139.0,64,1799.0,3.7, Free Wifi  Geyser  Power backup  + 8 more,158,Good,
OYO Townhouse 985 Hotel Hampta Pass View,"N H 3, Near H P Petrol Pump, Rangri·       2.3 km",22407.0,87,2820.0,3.2, Reception  Power backup  24/7 check-in  + 37 more,26,very good,
OYO Singh Saab Cotages,ON NH3 17 MILES BRAN MANALI·       8.3 km,3552.0,77,791.0,3.0, Garden  Parking facility  Reception  + 13 more,0,very good,
OYO Backyard Bowls,NEAR VASHISHT MANALI·       2.3 km,6105.0,65,2137.0,4.5, Free Wifi  Geyser  Power backup  + 2 more,231,Excellent,
OYO Flagship  701591 Mahadev Cottage,"Near mall road, Manali, HP 175131·       1.8 km",3948.0,64,1382.0,3.3, Free Wifi  Geyser  Power backup  + 5 more,17,very good,Manali
OYO Benvenuto Cottage,"prini shuru road, Manali·       2.8 km",7241.0,65,2534.0,3.0, Free Wifi  Geyser  Power backup  + 5 more,23,very good,Manali
OYO Flagship 811094 ANTRIKSH COTTAGE,"Manali, Manali·       2.7 km",4232.0,67,1382.0,4.0, Free Wifi  Geyser  AC  + 5 more,0,NEW,ManaliManali
Collection O 810606  Hotel Central View,"10,Model Town,Model Town Road,Mall Road,Manali·       0.1 km",5361.0,65,1876.0,2.9, Parking facility  Free Wifi  Power backup  + 14 more,23,very good,Manali
Flagship View Point,"Kalyan Rd, Manali·       1.6 km",3962.0,65,1382.0,3.5, Free Wifi  Geyser  Power backup  + 2 more,0,Good,Manali
Capital O Hampta Bliss Cottages,"Prini, Manali·       2.5 km",5238.0,68,1658.0,3.7, Free Wifi  Geyser  Power backup  + 2 more,16,Good,Manali
Flagship Anand Niwas,"1,  Anand Niwas, Naggar Road, Manali 175131·       7.9 km",4081.0,65,1428.0,5.0, Elevator  Free Wifi  Geyser  + 6 more,0,Fabulous,Manali
Collection O 811100 Hampta House,"01 Hampta Pass Road,Prini,Manali 175143·       2.5 km",4540.0,68,1434.0,4.7, AC  TV ,0,Excellent,Manali
Townhouse Oak ROYAL BLISS,"Shuru, Naggar Road·       3.5 km",6095.0,65,2133.0,4.8, AC  TV ,0,Excellent,
Collection O 810151 Village Heart Cottage,"Simsa, Manali·       2.4 km",4368.0,68,1382.0,3.7, Parking facility  Reception  Geyser  + 7 more,35,Good,Manali
OYO G K Guest House,"Vashisht, Kullu·       2.1 km",5657.0,65,1980.0,4.2, Free Wifi  Geyser  Power backup  + 2 more,55,Very Good,
Flagship The Country House,"10,Ahead of whistling Pine Resort Sharvari Mata Temple Road Village Shuru Manali·       3.8 km",4098.0,65,1434.0,4.0, Parking facility  Free Wifi  Power backup  + 11 more,0,Very Good,Manali
OYO Flagship 35563 Annapurna,"Near Kangra Coperative Bank, Manali·       6.9 km",4098.0,65,1434.0,5.0, Elevator  Free Wifi  Geyser  + 4 more,0,Fabulous,Manali
OYO Flagship 812237 Hotel Kartik In Manali,"Manali, Manali·       2.1 km",3948.0,67,1299.0,4.0, Free Wifi  Geyser  Power backup  + 2 more,0,NEW,ManaliManali
Flagship Lavyansh Cottage,"20 Khaknaal,Manali Naggar Road Manali,Khaknaal 175143·       6.9 km",4521.0,68,1434.0,4.0, AC  TV ,0,NEW,ManaliManali
OYO Flagship 812075 HOTEL ASHOKA INN,"Kalyan Rd, Manali·       2.1 km",3948.0,64,1382.0,2.2, Free Wifi  Geyser  Power backup  + 1 more,0,very good,Manali
OYO Home 81135 Happy Guest House,"near khatu sam ji temple  hadimba devi temple, Manali·       1.2 km",4111.0,65,1439.0,5.0, Elevator  Free Wifi  Geyser  + 2 more,0,Fabulous,Manali
OYO HOME 812572 Lucky Home,"New Manali, Manali·       1.6 km",6297.0,65,2204.0,5.0, Free Wifi  Geyser  Power backup  + 2 more,0,Fabulous,ManaliManali
OYO Flagship 812646 Hotel Manali Orchard Retreat ,"15 Simsa Kanyal Road, Manali·       2.5 km",5762.0,64,2017.0,4.0, Parking facility  Free Wifi  Geyser  + 6 more,0,NEW,Manali
OYO Stay Rajput Royal Cottage,"Naggar Road, Manali·       2.8 km",4625.0,67,1489.0,4.0, Free Wifi  Geyser  Power backup  + 2 more,0,NEW,Manali
OYO 813608 Krishna Residency,"Nee Manali, Manali·       0.7 km",,47,,4.0, Reception  Power backup  24/7 check-in  + 24 more,0,NEW,ManaliManali
OYO Hotel Honey House,"Near Murray Peth, Mahabaleshwar·       1.5 km",4928.0,67,1592.0,3.2, AC  TV ,85,very good,Mahabaleshwar
OYO Flagship 13363 Summer Palace,"Opposite Panchgani Bus Stand, Panchgani, Mahabaleshwar·       15.8 km",5778.0,65,2022.0,3.0, Elevator  Free Wifi  Geyser  + 4 more,127,very good,Mahabaleshwar
Townhouse 1219 Hotel Holiday Plus,"Mahabaleshwar - Panchgani road, Mahabaleshwar·       11.7 km",7531.0,65,2636.0,4.2, Reception  Ticket tour assistance  Caretaker  + 10 more,0,Very Good,MahabaleshwarMahabaleshwar
SPOT ON Shreekrupa,"Satara, Mahabaleshwar·       1.3 km",4343.0,72,1179.0,4.4, Reception  Caretaker  Geyser  + 4 more,260,Very Good,Mahabaleshwar
Super OYO Capital O 82908 Khushi Villa,"Panchagani – Mahabaleshwar Road, Mahabaleshwar·       5.9 km",6122.0,65,2143.0,4.8, Reception  Ticket tour assistance  Caretaker  + 30 more,112,Excellent,MahabaleshwarMahabaleshwar
OYO Townhouse 634 Shiva'S Valley,"Metgutad, Mahabaleshwar·       5.9 km",6811.0,65,2384.0,3.3, Ticket tour assistance  Reception  Caretaker  + 23 more,410,very good,Mahabaleshwar
Townhouse OAK Horizon Holidays,"Mawalnull, Lonavala·       0.7 km",5827.0,65,2039.0,3.2,"AC,TV",411,very good,Lonavala
SPOT ON 77844 Shahani Wellness Retreat,"Near Telephone Exchange, Lonavala·       0.4 km",5028.0,68,1566.0,3.5, Private entrance  Parking facility  Reception  + 12 more,327,Good,Lonavala
Flagship Hotel Sai Residenci,"Dongergaonwadi, Pawna road, Lonavala·       3.5 km",5741.0,65,2009.0,2.7, Parking facility  Reception  Free Wifi  + 19 more,221,very good,Lonavala
OYO Tara Height's,"Aunde road,Nr Shirke building , Bhairavnath Nagar, Kusgaoan Lonavala·       2.3 km",3943.0,66,1318.0,4.1, Reception  Caretaker  Garden/Backyard  + 24 more,76,Very Good,Lonavala
Townhouse OAK Pavana Valley Resort,"Pune District, Lonavala·       6.0 km",7211.0,75,1788.0,2.8,"AC,TV",205,very good,PuneLonavala
